vedetto	fako	senci	nomi_latina	lingui	kodo	pagino	ligno	imago	drapeli
explotar	trans	Valorigar (kozo) per extraktar profito de lua produkturo.		germana,angla,franca,rusa,hispana	DEFRS	154	52	161	korektita
explozar	netrans	Spliteskar violentoze.		germana,angla,franca,italiana,hispana	DEFIS	154	55	161	korektita
expozar	trans	I. Prizentar, lokizar tale ke (la kozo) esas fa- cile videbla. ¶ II. Prizentar, lokizar tale ke (la kozo) submisesas a la efiko da ulo.		germana,angla,franca,italiana,hispana	DEFIS	155	0	162	
expresar	trans	Manifestar (penso, sentimento) per parolo, gesto od irgaltra signo extera.		germana,angla,franca,italiana,hispana	DEFIS	155	4	162	
expropriar	trans	Desposedigar (ulu) legale de la proprieto di ulo.		germana,angla,franca,italiana,hispana	DEFIS	155	7	162	korektita
extazar	netrans	I. Havar sua anmo, sua psiko, ravisata tale ke dum kelka tempo, ica ne plus koncias su. ¶ II. Ravisesar pro admiro, pro joyo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	155	10	162	korektita
extensar	trans	I. Developar longesale, larjesale. ¶ II. Esta- lar (su) sur spaco por kovrar ica, sur areo por kovrar ica. III. (metaf.) Aplikar a plura kozi tale ke ici kontenesas.		angla,franca,italiana,hispana	EFIS	155	14	162	korektita
extenuar	trans	Igar magra extreme, per exhausto dila vigoro.		angla,franca,italiana,hispana	EFIS	155	19	162	korektita
exter		Esar en la spaco-parto qua komencas ube finas la korpo.		angla,franca,italiana,hispana	EFIS	155	22	162	finalo-nekutima,korektita
exterminar	trans	Destruktar til la lasta uno (di raso, di speco).		angla,franca,italiana,hispana	EFIS	155	25	162	korektita
externo		Skolano (lernanto) qua ne habitas la lerneyo.		germana,angla,franca,italiana,hispana	DEFIS	155	28	162	korektita
extingar	trans	I. Cesigar la kombusteso o la lumizo. ¶ II. Kalmigar, quietigar.		angla,franca,italiana,hispana	EFIS	155	30	162	korektita
extirpar	trans	I. Arachar kun lua radiki (planto) por ke lu ne povez ri-kreskar. ¶ II. Deprenar radikale parto malada. ¶ III. (metaf.) Destruktar radikale (kozo establisita che la homi). - DEF. extorsar. (trans.) Koaktar ulu cedar ulo (generale pekunio) per minaco, per violento nemateriala.		germana,angla,franca,italiana,hispana	DEFIS	155	33	162	korektita
extra		Di qua la qualeso esas extraordinara. - DEFIRS. extradar. (trans.) (aludante guvernerio). Livrar persono akuzata				155	41	162	sen-lingui,korektita
fakiro		Nomo (en India) di la asketi mendikera di omna sekti (Mohamedisti, Civaisti, Vishnuisti) qui probas aquirar santeso per kontemplo e su-mutili.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	158	0	165	
faksimilo		Reprodukturo exakta de skriburo, de desegnuro, sive manuale, sive per imprimo, grabo, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	158	4	165	korektita
fakto		I. To quo existas reale. ¶ II. (Yurocienco) To quo eventas en afero, to quo judiciesas. ¶ III. To quo even- tis.		germana,angla,franca,italiana,rusa	DEFIR	158	7	165	korektita
faktitivo	gram	Qua indikas ke la subjekto di la verbo eventigas la ago.				158	11	165	sen-lingui,ordino-rompita
faktoro		I. (matem.) En la multipliko, la multiplikanto e la multiplikendo. ¶ II. (metaf.) To (o : ta) quo (o = qua) efikas por la rezultajo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	158	14	165	
faktorio		Kontoro di agenti di kompanio komercala en lando stranjera.		germana,angla,franca,italiana,hispana	DEFIS	158	18	165	korektita,ordino-rompita
faktorialo	matem	(algebro). Produto di qua la faktori esas segun progresiono geometriala.		germana,angla	DE	158	21	165	ordino-rompita
		"faktotum" La homo qua, serve di ulu, agas irgo por plezar a lu.		germana,angla,franca	DEF	158	24	165	sen-vedetto,korektita
fakturo	komerco	. Noto quan la vendisto furnisas a la kom- printo di la vari quin ita livras, sur qua indikesas la preco di ta vari.		germana,angla,franca,italiana,hispana	DEFIS	158	27	165	
fakultato		I. (filoz.) Povo di ento libera pri uzar sua agiveso. funcionala. ¶ II. (universitato). Korpo de profesori komi- sita por kurso-docar ed examenar, en omna fako di la domeno "doco supra-grada".		germana,angla,franca,italiana,rusa,hispana	DEFIRS	158	31	165	korektita
fakultativa		Quan onu darfas agar o ne agar.		germana,angla,franca,italiana,hispana	DEFIS	158	36	165	ordino-rompita
falar	netrans	Irar de supre ad infre, pro la efiko dagra- vito.		germana,angla	DE	158	38	165	
falango		I. (anat.) Singla ek la mikra osti longa, ye qui kon- sistas la fingri di la manui e di la pedi. ¶ II. (milito). (che la Greki antiqua). Korpo de infantriani.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	158	41	165	korektita,ordino-rompita
falangino	anat	Falango duesma di la fingri trifalanga.				158	45	165	sen-lingui,ordino-rompita
falansterio	sociologio	.En la sistemo sociala da la Franco Fourier : habiteyo di singla grupo de cent familii.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	158	47	165	korektita
falbalo		Bendo de stofo plisita, frunsita, e c., qua uzesas por ornar jupo, manteleto, shultro-tuko, qua fixigesas sur ici per lua parto supra.		germana,franca,italiana	DFI	158	50	165	korektita
familiara		I. Qua relatas ad ulu libere, sen jeneso, sen ceremo- nialo. ¶ II. Qua kustumas la uzo di ulo ; di qua la praktiko la uzo, esas ordinara ye ulu.		germana,angla,franca,italiana,hispana	DEFIS	159	47	166	korektita
famino		Sufrado generala, produktita da la indijo di nutrivi.EFI.				159	51	166	sen-lingui,korektita
fanar	trans	Netigar, purigar (frumento) per sukusar lu sur sorto di korbo plata, di qua la bordo esas basa, por forjetar la polvo, la brano, la palio-peceti.		germana,angla,franca	DEF	159	53	166	
fanatika		I.Qua kredas inspiresar deale. ¶ II. Ta quan zelo reli- giala blindigas, incitas ad agi neyusta, violentoza, qui trans- iras la limiti di la raciono komuna.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	159	57	166	korektita
fanerogamo	bot	Planto di qua esas videbla la organi di la fruktifado.		germana,angla,franca,italiana,hispana	DEFIS	160	3	167	korektita
fanfaro	muziko	. Ario armeala kurta, tre ritmoza, pleata per trumpeti od altra muzik-instrumenti kupra.		germana,angla,franca,italiana,hispana	DEFIS	160	6	167	
fanfaronar	netrans., pri, pro	. Exajerar sua avantaji, sua forteso, e c., per parolo od altre, por trompar sua kun- homi.		franca,italiana,hispana	FIS	160	9	167	
fango		Tero, polvo, dilutita dense da aquo sur sulo, en la stradi, voyi.		germana,franca,italiana	DFI	160	13	167	korektita
fantasmagorio		Produkb, en loko obskura, di figuri lumoza, di qui la imaji grandeskas e semblas marchar ad la spektanti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	160	16	167	korektita
fantastika		Kreita da fantazio, da kaprico, da la imagino-fakul- tato exter la posiblaji e la realaji.		germana,angla,franca,italiana,hispana	DEFIS	160	20	167	korektita
fantaziar	trans., pri	. Konceptar, vidar la kozi, havar idei qui naskas de imaginado-kaprico.DEFIRS.				160	23	167	sen-lingui
		"fantazia". Sorto di distrakto, di amuzo, en qua la kavalieri Araba agas galope evolucioni diversa, pafante.				160	26	167	sen-vedetto,sen-lingui,korektita
fantomo		I. Aparajo qua aspektas quale la imajo de persono qua ne plus vivas, o quale la imituro di persono reala. ¶ II. (metaf.) To quo nur aspektas quale persono, kozo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	160	29	167	
faro		Turmo erektita sur litoro, ye la somito di qua esas fairo lumo-fonto qua uzesas por guidar (dum nokto) la iro di la navi.		franca,italiana,hispana	FIS	160	33	167	korektita
		"farad". (elektrotekniko). Kapaceso di konduktivo di qua la potencialo kreskas per9un volt po charjuro de 1 coulomb. (La farad equivalas 10. kapaceso-unaji C.G.S.)		germana,angla,franca	DEF	160	37	167	sen-vedetto,korektita
faradizar	trans	Elektrizar por skopi medicinala o tera- piala, per elektrufluo induktita ed interruptita.		germana,angla,franca,italiana,hispana	DEFIS	160	41	167	korektita
farandolo		Danso Provenciana, quaza marcho ritmoza, segun movado vivaca, agita da longa lineo de danseri qui inter- tenas per la manui.		germana,angla,franca,italiana,hispana	DEFIS	160	44	167	
faraono		I.Titulo di la suvereno, en Egiptia antiqua. ¶ II. Hazardo-ludo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	160	48	167	korektita
farbo		Substanco quan onu aplikas sur ula objekti por produk- tar la sento di koloro.		germana	D	160	51	167	
farcino	patol	Inflamuro, ofte kontagiala, akompanata da molesko di la ganglioni e di la vaskuli limfala, qua afektas la kavali, la muli.		angla,franca,italiana	EFI	160	54	167	korektita
fardo		I. Kompozajo quan onu aplikas sur la pelo por plubeligar la karnaciono. ¶ II. (metaf.)Aspekto versemblanta qua kolo- rizas o travestias la fakti.		franca	F	161	3	168	
farino		Substanco nutriva di ula grani de cereali, pulverigita.		angla,franca,italiana,hispana	EFIS	161	7	168	korektita
faringo	anat	La dopa parto di la boko.				161	10	168	sen-lingui,ordino-rompita
faringito	patol	Inflamuro di la faringo.				161	12	168	sen-lingui,korektita,ordino-rompita
farizeo		La homo qua agas la gesti religiala, ma di qua la pieso esas plu samblanta kam reala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	161	14	168	korektita
farmar	trans	Signatar la konvenciono per qua proprietero lugas ter-domeno ad ulu qua explotos olu po preco yarala.		germana,angla,franca	DEF	161	17	168	
farmacio		La arto preparar la medikamenti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	161	20	168	ordino-rompita
farmakopeo		Libro qua traktas la arto preparar la medikamenti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	161	22	168	
farso		I. Hachajo de karni spicizita ye qua onu garnisas la parto interna di pultro, di pasteto, e c. ¶ II. Mikra teatrajo bufonala. ¶ III. Kozo bufonala quan onu dicas od agas.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	161	25	168	korektita
fasado		Parto avana di konstrukturo, ube esas la enireyo pre- cipua.		germana,angla,franca,italiana,hispana	DEFIS	161	29	168	
		"fascia". (histologio). Termino per qua indikesas formacuri aponevrosala, veli sive fibra sive celulara, qui kovras od envelopas muskuli o regioni.				161	32	168	sen-vedetto,sen-lingui,korektita
fashino		Branchari asemblita a faski, quin onu uzas por plenigar la fosati di fortifikajo, shirm-apogar kanono-baterii, impe- dar la krulo di tero, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	161	36	168	korektita
fashismo		Sistemo politikala, qua havas karaktero nacionalista, antisocialista, antiparlamentista, instaurita (en 1922) en Italia, da Benito Mussolini.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	161	40	168	korektita
fasiacar	netrans	(bot.) Deformesar teratologie per aplas- to (stipi, rami, pedunkli).		angla,franca	EF	161	44	168	
fasko		I. Asemblajo de ula quanto de kozi simila, longa, inter- ligita. ¶ II. (optiko). Ensemblo ek radii o de lumo-pinseli qui emanas de un fonto.		franca,italiana,hispana	FIS	161	47	168	
fasonar	trans	Laborar ula materio por fabrikar objekto de- finita (fasono di vesto, di juvelo). - DEFR. fastar. (netrans., dum). Abstenar plu o min komplete nutrivi. DE.				161	51	168	sen-lingui,korektita
fato		I. Rango atribuita ad homo da potento qua (imaginate) decidas segun sua arbitrio pri la destineso di singla homo. ¶ II. Ta ipsa potento.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	2	169	korektita
fatigar	trans	I. Abatar per spensigar lua energio. ¶ II. Repugnar per tedo, obsedo.		angla,franca,italiana,hispana	EFIS	162	6	169	korektita,ordino-rompita
fatua		Qua stulte kontentesas pri su ipsa.		angla,franca,italiana,hispana	EFIS	162	9	169	
fauco	anat	Parto extera ed avana di la kolo (do, anke la laringo, ma vidata extere). ¶ II. (metaf.) Formi kava (tekniko, geografio).		italiana,latina	IL	162	11	169	korektita
fauno	mitol	Deo agrala, ordinare reprezentata kom korn- oza, e kapro-pedoza.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	15	169	
favo	patol	Tinio produktita da fungo. (achorion Schoen- leini). L.				162	18	169	sen-lingui
favorar	trans	Avantajizar ulu, prefere kam la ceteri.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	21	169	
fayo		Silko-stofo gros-grana.		germana,angla,franca,hispana	DEFS	162	24	169	korektita
fayenco		Terakotajo vernisita od emaliizita.		germana,angla,franca,rusa	DEFR	162	26	169	ordino-rompita
fazo		I.Singla de la aspekti sucedanta di Luno e di la plane- ti dum lia rotaco, e segun la situeso (relate Tero) di la parto lumizata da Suno. ¶ II. Singla de la estadi sucedanta ye qui pasas kozo dum lua evoluciono.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	28	169	korektita
fazano	zool	Ucelo, genero ek la familio "galinacei", sen kresto sur la kapo, di qua la kaudo esas longa, etajoza, di qua la plumaro esas, che la maskulo, extreme brilanta.	phasianus	germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	33	169	korektita,ordino-rompita
fazeolo	bot	Planto leguminosa. L. phaseolus vulgaris).DI.				162	38	169	sen-lingui,korektita
feo		Ento fantastika, quan onu reprezentas kom muliero doti- ta ye povo supernatura.		germana,angla,franca,italiana,rusa	DEFIR	162	40	169	
febla		Qua ne plus povas tre efikar. (anke metafore).		angla,franca	EF	162	43	169	ordino-rompita
febrar	netrans	Esar en la stando di maladatreso quan ka- rakterizas pulsi tre, tro frequa, plumulteso di la kaloro korpala, e generala deskomforto.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	45	169	korektita
februaro		Monato duesma di la yaro, qua kontenas 28 dii en la yari ordinara, e 29 en la yari bisextila.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	162	49	169	korektita
federar	trans	Unionar (populi, societi, sindikati, e c.) per obligo reciproka. - DEFIRS. feko. Exkrementi anusala.		germana,angla,franca,italiana,hispana	DEFIS	162	52	169	
fekulo		Sedimento amilatra quan depozas la suki di ula materii vejetala, o quan formacas la farino lavita di la grani de cereali, leguminosi, di la tuberkuli de terpomi (= kartofli), di la rizomi de manioko.		angla,franca,italiana,hispana	EFIS	163	3	170	korektita
fekunda		Apta produktar enti simila a su. (anke metaf.)		angla,franca,italiana,hispana	EFIS	163	8	170	korektita
felo	tekn	Pelo deprenita de animalo mortinta, e preparita por skopi diversa.		germana,angla	DE	163	10	170	
feldo	tekn	Spaco, areo, en qua eventas ula distributo di forci (elektrala, magnetala, e c.)		franca,angla	FE	163	13	170	korektita,ordino-rompita
felgo	tekn	I. Singla ek la sis peci de ligno kurvigita qua, en roto, formacas la cirklo-kurvo extera en qua inkastresis la spoki. ¶ II. Singla ek la quar peci de ligno, plu granda, qui formacas cirklo-kurvo duesma, tenono-asemblita en la unesma.		germana,angla	DE	163	16	170	korektita
felica		Di qua la anmo, la psiko, esas satisfacita komplete.EFIS .				163	22	170	sen-lingui,korektita
felina		Di qua la movi e gesti esas dolca e flexebla quale olti di la kato.		angla,franca,italiana,hispana	EFIS	163	24	170	
felpo		Stofo de lano, de kotono, de silko qua imitas plusho, ma di qua la pili esas plu longa e min densa.		germana,italiana	DI	163	27	170	
felto		Texuro forta, densa, ek lano e pili, aglutinita e fulita.		germana,angla,franca,italiana,hispana	DEFIS	163	30	170	
femina		Qua apartenas a la sexuo organizita por konceptar e par- turar, o por pondar ovi.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	163	33	170	
femuro	anat	Osto di la kruro.		angla,franca,italiana,hispana	EFIS	163	36	170	
feno		Herbo quan onu falchas e lasas sikeskar, uzata kom nutrivo por la kavali, la brutaro. - FIS. 2 5 6 4 3				163	38	170	sen-lingui,korektita
fenacetino		C H .C H .NH. DC. CH .		germana,angla,franca	DEF	163	41	170	korektita,ordino-rompita
fenco		Barilo qua klozas.		germana,angla	DE	163	43	170	
fendar	trans	I. Dividar longesale. ¶ II. Dividar per eskartar la parti poke adheranta.		franca,italiana,hispana	FIS	163	45	170	
fenestro		I. Aperturo di qua la formo e la grandeso esas diversa, facita en la muri di konstrukturo por lasar aero e jorno pene- trar. ¶ II. Kadro vitroplakoza qua klozas ta aperturo.		germana,angla,franca,italiana	DEFI	163	48	170	
fenikulc	bot	Planto aromata de la familio "umbeliferi". L. foeniculum vulgare.		germana,angla,franca,italiana,latina	DEFIL	163	52	170	finalo-nekutima,korektita
fenolo	kemio	.Substanco desinfektiva, extraktita de la olei tre pezoza, devenanta de la distilo di minkarbono e di gu- dro. Simbolo kemiala : C6H5 OH.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	164	3	171	korektita
fenomeno		Modifikeso di korpo quan perceptas nia sensi.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	164	7	171	
fenomenologio		I. Traktato, diserturo, pri la fenomeni, pri to quo povas frapar la sensi. ¶ II. (filoz.)En la Hegel- sistemo, cienco pri la idei qui naskas de la percepti da la sensi.		germana,angla,franca	DEF	164	9	171	
fero		Metalo blanka, grizatra, fuzebla per alta temperaturo, tenaca,duktila, forjebla, magnetala,uzata tre diverse en in- dustrio. - Simbolo kemiala : Fe.		angla,franca,italiana,hispana	EFIS	164	14	171	korektita
ferdeko	navo	.Plankaro fixigita sinse di la longeso di navo, por kovrar la holdo o por formacar etaji.		germana,angla	DE	164	18	171	ordino-rompita
ferio		Granda merkato ube vendesas vari omnasorta, qua eventas unfoye o plurafoye singlayare, en regiono, ordinare lor ed en la loko ube celebresas la festo lokala.		angla,franca	EF	164	21	171	
