# Sosies corriges par le lexique du livre (passe unique, criteres severes).
# Une seconde passe sur le texte deja corrige a ete essayee : elle degrade
# (99,23/99,50 -> 99,14/99,41). Le lexique s'appauvrit a mesure qu'on le
# corrige, et les formes rares deviennent des cibles. Une passe, pas deux.
223	29	41	i
224	24	21	t
224	34	6	t
225	9	56	o
226	49	50	o
227	2	4	o
228	25	13	h
229	20	48	c
229	28	19	a
229	28	26	i
229	29	24	i
230	3	62	o
230	9	0	b
230	10	20	h
230	10	39	o
230	27	34	i
230	34	28	t
231	13	20	z
231	18	58	a
231	21	41	i
231	26	17	i
231	26	56	i
231	27	25	i
231	27	37	i
233	27	33	o
234	15	4	o
234	29	45	h
235	6	3	e
235	13	56	o
236	25	29	o
240	32	62	o
241	52	50	m
242	5	54	o
242	18	39	l
243	50	30	u
244	15	4	e
246	5	4	a
247	21	25	o
247	42	52	o
248	15	38	l
248	21	43	a
249	16	37	e
249	18	59	o
252	16	13	o
252	22	14	o
252	22	42	o
252	63	79	m
253	21	57	i
254	13	42	o
254	20	12	o
255	10	56	a
255	43	17	o
255	45	38	o
256	7	3	l
256	41	4	e
256	56	3	o
257	31	22	o
258	36	5	a
258	54	5	a
259	53	20	o
260	14	7	l
260	25	1	o
261	51	40	l
262	5	4	a
262	18	3	l
262	35	59	o
263	24	40	o
264	11	31	o
264	25	4	h
264	27	58	o
265	55	56	o
266	9	32	o
267	29	59	o
267	46	3	a
267	56	11	h
267	56	34	c
268	9	60	u
268	11	18	c
268	30	53	o
268	34	23	o
269	20	5	I
269	44	57	n
270	30	3	o
271	32	53	a
271	57	5	l
272	31	18	l
272	53	59	k
273	32	16	t
274	54	3	l
275	4	6	o
276	7	29	o
276	16	52	a
276	45	56	u
276	46	5	a
277	5	6	c
277	35	45	o
277	36	23	o
278	27	14	l
279	25	3	m
279	39	12	l
279	56	17	z
280	26	26	a
280	28	42	o
281	17	44	t
281	37	6	i
281	43	11	o
281	46	1	o
281	47	7	o
282	40	4	o
283	8	37	o
284	3	18	o
286	10	4	e
287	3	54	a
287	12	28	o
287	13	39	a
287	13	52	a
287	16	44	a
287	19	21	a
287	53	15	i
287	54	13	a
288	35	5	a
289	21	11	l
289	36	14	p
290	36	8	l
291	11	28	a
291	25	48	a
292	10	9	a
292	14	3	o
