vedetto	fako	senci	nomi_latina	simbolo_kemiala	lingui	kodo	pagino	ligno	imago	drapeli
hidroleucito	biol.	Vakuolo kontenata en la celuli di la protoplasmo di la vejetanti, provizita ye membrano propra (*tonoplasto) e qua su reproduktas per dupartigo					215	47	222	sen-lingua
hidrolizo		Reakto di duimesko di molekulo per la efiko da aquo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	215	51	222	
hidrologio		Parto di la natur-historio qua traktas aquo, e, precipue, la aqui mineraloza			Germana,Angla,Franca,Italiana,Hispana	DEFIS	215	54	222	
hidromancio		Divinado per aquo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	215	57	222	
hidromekaniko		Cienco pri la aparati en qui aquo uzesas kom forco			Germana,Angla,Franca,Italiana,Hispana	DEFIS	216	2	223	
hidrometro		Instrumento per qua onu mezuras la dikeso di la aquo-strato qua pluve falis dum un yaro en ta o ca loko			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	5	223	
hidrometrio		La cienco qua traktas la mezuro di la denseso e di la fluo-rapideso di la liquidi			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	9	223	
hidropatio		Sistemo terapiala di la mediki qui probas kuracar nur per la uzo (sur ed en la korpo) di aquo pura			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	12	223	
hidropso	patol.	Akumulajo morbala ek liquido seroza en kavajo di la korpo, od en la tisuo celulara			Germana,Angla,Franca,Italiana,Hispana	DEFIS	216	15	223	
hidroquinono	kemio	C₆H₄ (OH)₂					216	18	223	sen-lingua
hidroskopo		La persono qua profesione okupesas per la arto deskovrar la aquo-fonti			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	20	223	
hidroskopio		La arto deskovrar la aquo-fonti			Germana,Franca,Italiana,Rusa,Hispana	DFIRS	216	23	223	
hidrostatiko		La parto di hidrauliko qua traktas la equilibro di la gasi e di la liquidi, e la presi da li sur la parieti di la recipienti qui kontenas li			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	25	223	
hidroterapio	medic.	Kuraco di ula morbi per apliko di aquo sur la korpo (balni, dushi, vapor-ago, e c.)			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	29	223	
hieno	zool.	Mamifero karnavida, digitigrada, analoga a volfo	hyaena		Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	32	223	
hiero		La dio qua preiras nemediate olta en qua onu vivas			Franca,Italiana,Hispana	FIS	216	35	223	
hierarkio		(kristanismo) Ordino di la subordineso di la ciel-kori, di la anjeli ¶ Ordino di la subordineso di ti qui esas situita en rangi ne-interegala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	37	223	
hieratika		Qua koncernas la kozi sakra. – (che la Egiptiani antiqua). (skribo-stilo) trasebla rapide, por la linguo hieroglifala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	41	223	
hieroglifo		(arkeol.) En la skribo-stilo di la Egiptiani antiqua, signo sakra qua expresis simbole la idei, per la reprezento di ula objekti naturala ¶ (metaf.) Kozo enigmata			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	45	223	
high life		Granda mondumo, ek la aristokrati di la socio					216	50	223	sen-lingua
higieno		Parto de medicino, qua traktas la rejimo adoptenda da la homo por konservar lua saneso			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	216	52	223	
higrometro		Aparato per qua onu mezuras la quanto de aquo-vaporo qua existas en atmosfero, per korpo quan humideso igas modifikesar pezale, voluminale			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	217	2	224	
higrometrio		Parto di fiziko, qua mezuras la quanto de aquo-vaporo quan kontenas atmosfero			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	217	6	224	
higroskopo		Aparato per qua onu konstatas la humideso-grado di atmosfero			Germana,Angla,Franca	DEF	217	9	224	
hike		En la loko ube esas la persono qua pronuncas ca vorto ¶ En ica loko di la dico			Latina	L	217	12	224	
hilo		(bot.) Marko di la ligo-punto di la grano sur la funikulo ¶ (anat.) Ligo-punto ube vaskulo juntesas a vicero			Angla,Franca,Italiana,Hispana	EFIS	217	15	224	
hiloto		(epoki antiqua) Sklavo, che la Spartani ¶ La viro, en socio, qua esas sur la grado maxim infra di la abjekteso-skalo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	217	19	224	
himeno		(anat.) Membrano qua klozas parte la vagino, che la virgini ¶ (bot.) Pelikulo di la korolo qua laceresas lor la desklozeso			Germana,Angla,Franca,Italiana,Hispana	DEFIS	217	23	224	
himeneo		Kanto mariajala, che la Greki antiqua, e che la Romani lora			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	217	27	224	
himenio	bot.	Che la fungo, la mikra membrano en qua esas la spori					217	30	224	sen-lingua
himenoptero	zool.	Insekto di qua la ali esas membrana (abeli, vespi, formiki, e c.)			Germana,Angla,Franca,Italiana,Rusa,Hispana	dEFIRS	217	33	224	
himno		Poemo religiala, honore di la dei, di la heroi ¶ Poemo lirika, honore di la deajo ¶ Kantiko Latina quan onu kantas o recitas en kirko			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	217	36	224	
hioido	anat.	(osto) qua esas horizontale inter la bazo di la lango e la laringo			Angla,Franca,Italiana,Hispana	EFIS	217	40	224	
hipar	netrans.	Sentar ta kontrakto intervalopa qua sukusas la diafragmo ed akompanesas da bruiso ne-artikulata partikulara			Hispana	S	217	43	224	
hipalago	retor.	Stilo-figuro qua atribuas a vorto to quo konvenas ad altra vorto. (kom ex. : retrodonar ulu a vivo, vice : retrodonar vivo ad ulu)			Germana,Angla,Franca,Italiana,Hispana	DEFIS	217	47	224	
hiper-		Prefixo qua signifikas « super, trans, ecese »					217	51	224	sen-lingua
hiperbato	retor.	Figuro qua konsistas ye permutar la ordino naturala di ula vorti en propoziciono			Germana,Angla,Franca,Italiana,Hispana	DEFIS	217	53	224	
hiperbolo		(geom.) Kurvo qua esas la loko di la punti qui distas de du punti fixa konstante ¶ (retor.) Stilo-figuro qua konsistas ye exajerar la expreso-termino			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	2	225	
hiperboloido	geom.	Surfaco di la grado duesma, kun centro unika, produktita da hiperbolo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	6	225	
hiperboreo		Habitanto di la regioni qui esas extrem-norde			Germana,Angla,Franca	DEF	218	9	225	
hiperemio	patol.	Prezenteso di tro multa sango en organo o parto de organo					218	11	225	sen-lingua
hiperestezio	patol.	Hiper-sentiveso					218	14	225	sen-lingua
hipermetropo	patol.	Qua afektesas da ta anomaleso di refrakto pro qua la lumo-radii paralela, vice konvergar a la retino, formacas sua foko trans ica kande la binokl-efiko ne intervenas			Germana,Angla,Franca,Hispana	DEFS	218	16	225	
hipertonika	biol.	Dicesas pri la *solutei injektebla di qui la koncentreso-grado molekulala superesas olta di la sero sangala					218	21	225	sen-lingua
hipertrofiar	trans.	Produktar hiper-kresko che organo o parto de organo, sen altero minboniganta			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	25	225	
hipnotar	netrans.	Submisesar a dormo artificala, produktita da la vido longa-dura di objekto briloza			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	28	225	
hipo-		Prefixo qua signifikas « sub-, diminutanta, nesuficanta »					218	31	225	sen-lingua
hipocikloido	geom.	Kazo en qua la cirkli movanta di la epicikloido esas extera			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	33	225	
hipodermo	anat.	Tisuo sub-derma					218	36	225	sen-lingua
hipodromo		(en la epoki antiqua) Cirko por la kavalo-konkursi e la charo-konkursi ¶ Agro por la kaval-konkursi			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	38	225	
hipofizo	anat.	Organo glanda, an la edro infra di la cerebro ed inkluzita en la kavajo di la osto sfenoida, infre			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	42	225	
hipogastro	anat.	Infra parto di la ventro			Germana,Angla,Franca,Italiana,Hispana	DEFIS	218	45	225	
hipogeo	arkeol.	Sepulteyo masonura sub-sula			Germana,Angla,Franca,Italiana	DEFI	218	47	225	
hipogrifo	mitol.	Animalo fantastika, mi-kavala, mi-grifona, rezultinta de la kopulaco da grifono kun kavalino			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	218	49	225	
hipokampo	zool.	Genero de fishi, tipo de la familio « hipokampidei », kun formo longa, korpo dividita ad-ringe, e poligonala-secione, kovrita ye plaki harda	hippocampus		Angla,Franca,Italiana,Hispana	EFIS	218	52	225	
hipokondro	anat.	Singla de la du parti laterala di la regiono epigastrala, sub la « falsa kosti »			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	2	226	
hipokondrio	patol.	Stando morbala qua igas melankoloza, trista			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	5	226	
hipokrito		Persono qua fingas havar sentimenti religiala, vertuala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	8	226	
hipopiono	patol.	Pusifo en la chambro avana di la okulo					219	11	226	sen-lingua
hipopotamo	zool.	Mamifero pakiderma, kun korpo enorma, kovrita da pelo senpila tre dika, kurta-gamba, quan onu renkontras en la granda fluvii di la sudo-regioni di Amerika. Afrika	hippopotamus		Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	13	226	
hipostazo	filoz.	Persono. (segun la teologiisti katolika, en Deo existas tri hipostazi ed un naturo, ed en Iesu Kristo un hipostazo e du naturi) ¶ (segun la filozofio-sistemi Alexandriana o neoplatonala) La principo deala			Germana,Angla,Franca,Italiana,Rusa	DEFIR	219	18	226	
hipoteko	yurocienco	Yuro di prestinto, ad imoblo quan la prestario destinis a la pago di sua debajo – qua sequas ta imoblo che omna olua proprieteri			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	23	226	
hipotenuzo	geom.	Latero di triangulo ort-angula, opozita a la orta angulo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	27	226	
hipotezo		Supozo, de qua onu deduktas konsequi verifikenda			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	219	30	226	
hipsometro	fiziko	Aparato per qua onu mezuras la altitudo di loko, per la temperaturo ye qua bolieskas aquo ibe			Germana,Angla,Franca,Italiana,Hispana	DEFIS	219	32	226	
hipsometrio		Mezuro di la altitudo di loko, per observi barometrala o geodeziala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	219	35	226	
hirundo	zool.	Migr-ucelo, de la klaso « paseri », qua arivas en printempo, nestifas en la kameno-tubi o sub la tekto-karpenturi, ed autune migras a landi varma			Franca,Italiana,Hispana,Latina	FISL	219	38	226	
hisar	trans.	Suprigar per tiro (seglo, barelo, e c.) ¶ (metaf.) Hisar su : irar adsupre od ad-sure penoze			Germana,Angla,Franca,Italiana,Hispana	DEFIS	219	42	226	
hiskiamo	bot.	Planto de la familio « solanei », di qua la speco maxim ordinara esas la hiskiamo nigra, veneno tre efikiva qua esas narkotigiva	hyosciamus niger		Franca,Italiana	FI	219	45	226	
histerezo	elektrotekniko	Proprajo karaktera di la substanci fero-magnetala : lia indukteso, en ca o ta instanto, dependas (en la specimeno konsiderata) ne nur de la feldo magnetala qua esas efikanta, ma anke de la estadi magnetala antea di la specimeno			Germana,Angla,Franca,Italiana,Hispana	DEFIS	219	49	226	
histerio	patol.	Morbo nervala quan karakterizas sufoki, konvulsi, e c., judikita (nejuste) kom partikulara ye la homini			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	220	2	227	
histerezometro	elektrotekniko	Aparato per qua onu mezuras la qualeso di la fero uzata elektrale, de la vidopunto « histerezo »			Germana,Angla,Franca,Italiana,Hispana	DEFIS	220	6	227	ordino-ruptita
histerotomio	kirurg.	Disseko di la utero			Germana,Angla,Franca	DEF	220	10	227	
histogenezo	biol.	Formaceso e kresko di la tisui diversa di la embriono, de la blastomeri komencala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	220	12	227	
histolizo	biol.	Destrukto di la tisui vivanta, precipue en la komenco di la metamorfosi					220	15	227	sen-lingua
histologio		La parto di anatomio qua studias la formaco, la evoluciono e la kompozeso di la tisui vivanta			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	220	18	227	
historio		Biografio di populo, di naciono ¶ Studio di la enti diversa qui existas en naturo			Angla,Franca,Italiana,Rusa,Hispana	EFIRS	220	21	227	
historiografo		La persono qua komisesis oficale da princo, pri kompozar la historio di la regno-duro di ica			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	220	24	227	
historiografio		La arto di la historiografo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	220	27	227	
histriono		(en la epoki antiqua) Aktoro qua pleis farsi grosiera ¶ Bufono en la ferii ¶ Komediopleistacho			Germana,Angla,Franca,Italiana,Hispana	DEFIS	220	29	227	
hivernar	netrans.	Travivar la vintro-tempo shirmate			Angla,Franca,Italiana,Hispana	EFIS	220	33	227	
ho!		Interjeciono per qua onu advokas ¶ Interjeciono qua expresas sprico di joyo, di doloro, di timo ¶ Interjeciono qua expresas surprizeso, advoko subita, sprico da la psiko kande lu emocas forte ¶ Interjeciono per qua onu expresas indigneso od astoneso					220	35	227	sen-lingua
*ho-		Prefixo qua signifikas « (radiko) dum qua ni vivas nun » (kom ex. : hodie, homonate, hosemane)					220	41	227	sen-lingua
*hobio		Ideo quan onu preferas traktar, o pri qua onu preferas informesar; kozo pri qua onu su okupas prefere e kom distraktivo, amuzivo			Angla	E	220	44	227	
hoboyo		Muzik-instrumento vento-funcionanta, langetoza, sen beko, kono-forma, qua finas per mikra funelo, e qua emisas foni klara e tre dolca			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	220	48	227	
hodografo	matem.	De punto fixa O, onu trasas singlainstante vektoro qua equipolas la rapideso-vektoro. La extremajo di ta vektoro deskriptas kurvo qua esas la « hodografo » di ta movado					220	52	227	sen-lingua
hodometro		Instrumento horlojo-forma, di qua la indexo quik kande lu movesas, indikas la quanto de pazi ed anke la disto parkurita da ped-iranto dum ta o ca quanto de tempo ¶ Instrumento uzata por kontar la quanto de rotaci di roto, di mashin-arboro, en ta o ca tempo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	221	5	228	
hoko		Instrumento kun la extremajo kurva, per qua onu povas tirar ulo ad su ¶ Mikra peco kurvoza an qua onu povas suspendar ulo ¶ (metaf.) Ulo kurvoza quale hoko			Germana,Angla	DE	221	11	228	
hola!		Interjeciono por advokar, por incitar ad halto					221	15	228	sen-lingua
holdo	navig.	La parto maxim infra di la internajo di navo			Angla	E	221	17	228	
holoblastika	biol.	Dicesas pri la ovo qua su dividas tote ed en parti inter-egala (ovo *alecita, sen nutro-provizuri.)					221	19	228	sen-lingua
holografa	pri testamento	Tote skribita per la manuo di la testamentanto			Germana,Angla,Franca,Italiana,Hispana	DEFIS	221	22	228	
holokausto		Che la Hebrei antiqua : sakrifiko en qua la viktimo esis tote kombustata			Angla,Franca,Italiana,Hispana	EFIS	221	25	228	
holometro	matem.	Instrumento per qua onu mezuras la altesoangulo di punto super horizonto					221	28	228	sen-lingua
holoturio	zool.	Genero de *radiarii ekinoderma	Holo thuria		Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	221	31	228	
homo	zool.	Mamifero bimanua, qua stacas vertikale, dotita ye la fakultato parolar e ye raciono	homo		Angla,Franca,Italiana,Hispana	EFIS	221	34	228	
homajo		(epoki feudala) Ago da la vasalo qua su deklaras devota a lua sinioro e promisas ad ica servor lu fidele e sen restrikto ¶ Ago submisa e respekta ¶ Respektosigno humilesala			Angla,Franca,Italiana	EFI	221	37	228	
homardo	zool.	Genero de krustacei dek-peda, di qua la du gambi avana esas grosega e similesas pinci	homarus vulgaris		Germana,Franca,Italiana	DFI	221	42	228	
homeopatio	medic.	Sistemo terapiala – da S. Hahnemann, 1755-1843 qua konsistas ye traktar la morbi per dozi medikamentala infinitezima, qui produktas, en la individuo sana, la simptomi di morbo analoga ad olta quan onu probas kombatar			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	221	46	228	
homeosexuala	patol.	Individuo qua sentas afineso sexuala nur kun la personi di sua propra sexuo			Germana,Angla,Franca	DEF	221	52	228	
homerala	rido	Nerepresebla (quan Homeros, en la fino di la kanto unesma di Iliado, atribuas a la dei)					221	55	228	sen-lingua
homilio		(liturgio katolika) Instruktado familiara di la populo pri evangelio e pri la materii religiala ¶ Breviario-leciono extraktita de la homilii di la patri ekleziala ¶ (desprizoze) Etiko-prediko, leciono enoyiganta			Germana,Angla,Franca,Italiana,Hispana	DEFIS	222	3	229	
homocentro	matem.	Centro komuna di plura centri					222	9	229	sen-lingua
homogena		Di qua la elementi konstitucanta esas sama-natura			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	222	11	229	
homografio	geom.	Interdependo partikulara di du figuri geometriala					222	14	229	sen-lingua
homologio	geom.	Karaktero di la figuri tala (segun Poncelet) ke la punti interkorespondanta di ica e di ita esas duopa sur la rekti qui kunkuras ad un punto (centro di homologio) e ke la rekti qui juntas du punti ek ica e la du korespondanti di la altra iras krucumar sur rekto una (axo di homologio) se la figuri esas plana, o sur un plano (plano di homologio) se la figuri esas irgequala en spaco					222	17	229	sen-lingua
homologa	aludante un o plura termini	Qui interkorespondas			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	222	25	229	ordino-ruptita
homonima	gram.	Vorti qui esas intersama ortografiale ed pronuncale, ma interdiferas pri la senco. – Homonimo : persono di qua la nomo esas sama kam olta di altra persono			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	222	28	229	
homoteta	geom.	Donite un punto fixa O ed un konstanto k, se, ad un punto M ek la spaco onu korespondantigas un punto M', tala ke OM'/OM egalesas k, onu dicas ke la punti M e M' esas « homoteta » pri la punto O					222	33	229	sen-lingua
homotipa	anat.	Di qua la organi, en un individuo, esas la analogi di altra organi. (kom ex. : la pedo-fingri kompare kun la manuo-fingri)					222	38	229	sen-lingua
honesta		Qua esas konforma a la devo, a vertuo			Angla,Franca,Italiana,Hispana	EFIS	222	42	229	
honoro		Digneso etikala qua naskas de la bezono di estimeso da la kunhomi e da ni ipsa ¶ Distingo-manifesto por ulu, flatema			Angla,Franca,Italiana,Hispana	EFIS	222	44	229	
honorario		Pago-pekunio po la servi da persono qua havas profesiono honorizanta (advokato, mediko, sacerdoto, e c.)			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	222	48	229	
